ID,CONAME,gvkey,TWITTER ACCOUNT,Account
1889,008850,QUAKER CHEMICAL CORP,@QuakerChemical,Green
1890,025234,BUCKLE INC,@BuckleStore,Green
1891,025000,POLYMEDICA CORP,,N/A
1892,029612,CELADON GROUP INC,@CeladonTrucking,Green
1893,122902,NETSCOUT SYSTEMS INC,@NETSCOUT,Green
1894,177982,DOLAN CO,,N/A
1895,140676,PHARMANET DEVELOPMENT GROUP,,N/A
1896,006528,LSB INDUSTRIES INC,,N/A
1897,025099,CATALINA MARKETING CORP,@catalina,Green
1898,061557,ADVENT SOFTWARE INC,@adventsoftware,Green
1899,111534,MICROSTRATEGY INC,@MicroStrategy,Green
1900,025186,STEIN MART INC,@steinmart,Green
1901,005505,HARTMARX CORP,@hartschaffner,Green
1902,141384,ALIGN TECHNOLOGY INC,@Invisalign,Green
1903,180597,STR HOLDINGS INC,,N/A
1904,064061,FORRESTER RESEARCH INC,@forrester,Green
1905,010109,STRIDE RITE CORP,@striderite,Green
1906,002803,CASCADE NATURAL GAS CORP,@cascadenatgas,Green
1907,006873,MAXXAM INC,@MaxxamLab,Green
1908,061996,ARTHROCARE CORP,,N/A
1909,163929,SUPERIOR WELL SERVICES INC,,N/A
1910,176567,SUPER MICRO COMPUTER INC,@Supermicro_SMCI,Green
1911,011914,IMMUCOR INC,@immucor,Green
1912,027937,PACIFIC SUNWEAR CALIF INC,@PacSun,Green
1913,008699,POWELL INDUSTRIES INC,@Powellindjobs,Green
1914,030870,ASPEN TECHNOLOGY INC,@AspenTech,Green
1915,063812,VERTRUE INC,@Vertrue,Green
1916,016401,CIRRUS LOGIC INC,@CirrusLogic,Green
1917,062590,COST PLUS INC,@worldmarket,Green
1918,161066,FELDMAN MALL PPTYS INC -OLD,,N/A
1919,028758,SPSS INC,,N/A
1920,006020,INTER-TEL INC  -SER A,@Intertel_Inc,Green
1921,174663,STANLEY INC,,N/A
1922,141359,RESOURCES CONNECTION INC,@TheResourceConn,Green
1923,011450,WESTWOOD ONE INC  -OLD,@WestwoodOne,Green
1924,260893,BLACKBAUD INC,@blackbaud,Green
1925,010441,TENNANT CO,@TennantCompany,Green
1926,003786,DATASCOPE CORP,,N/A
1927,176022,EMERGENT BIOSOLUTIONS INC,@EmergBsolutions,Green
1928,016597,LATTICE SEMICONDUCTOR CORP,@latticesemi,Green
1929,148650,SI INTERNATIONAL INC,,N/A
1930,028397,PAPA JOHNS INTERNATIONAL INC,@PapaJohns,Green
1931,063739,BJ'S RESTAURANTS INC,@bjsrestaurants,Green
1932,029127,INCYTE CORP,@Incyte,Green
1933,128759,NATCO GROUP INC,,N/A
1934,014898,3D SYSTEMS CORP,@3dsystemscorp,Green
1935,019582,CARETRUST REIT INC,@CareTrustREIT,Green
1936,014268,BORLAND SOFTWARE CORP,@BorlandSoftware,Green
1937,064223,DXP ENTERPRISES INC,@DXP_Enterprises,Green
1938,154758,PROVIDENCE SERVICE CORP,,N/A
1939,008867,QUANTUM CORP,@QuantumCorp,Green
1940,013839,CAMBREX CORP,@cambrex,Green
1941,010374,PULSE ELECTRONICS CORP,@PulseAntennas,Green
1942,011462,HANDY & HARMAN LTD,,N/A
1943,007291,METHODE ELECTRONICS INC,@MethodeElectro,Green
1944,179583,FABRINET,,N/A
1945,174077,COMMVAULT SYSTEMS INC,@Commvault,Green
1946,012679,SILICON GRAPHICS INC,@sgi_corp,Green
1947,145041,BIG 5 SPORTING GOODS CORP,@big5since55,Green
1948,005523,HAVERTY FURNITURE,@havertys,Green
1949,006900,MTS SYSTEMS CORP,@MTSSystemsCorp,Green
1950,125275,CHARLOTTE RUSSE HOLDING INC,@CharlotteRusse,Green
1951,184263,QUINSTREET INC,@QuinStreet,Green
1952,066728,SONOSITE INC,@SonoSite,Green
1953,013853,BALLY TOTAL FITNESS HLDG CP,@BallyFitness,Green
1954,002538,CDI CORP,@CDICorporation,Green
1955,184500,CBOE HOLDINGS INC,@CBOE,Green
1956,004274,ELECTRO SCIENTIFIC INDS INC,,N/A
1957,002802,CASCADE CORP,@CascadeCorp,Green
1958,021777,MERIT MEDICAL SYSTEMS INC,@MeritMedical,Green
1959,003376,CT COMMUNICATIONS INC,,N/A
1960,065904,APPLIED MICRO CIRCUITS CORP,@AppliedMicro,Green
1961,157218,BUFFALO WILD WINGS INC,@BWWings,Green
1962,163927,HITTITE MICROWAVE CORP,@ADI_News,Green
1963,010005,STANDARD REGISTER CO,,N/A
1964,007762,NATIONAL PRESTO INDS INC,@NationalPresto,Green
1965,144396,CROSS COUNTRY HEALTHCARE INC,@C_C_Healthcare,Green
1966,178538,ZEP INC,@ZepInc,Green
1967,023753,DORMAN PRODUCTS INC,@dormanproducts,Green
1968,014954,LINDSAY CORP,,N/A
1969,066032,POWER INTEGRATIONS INC,@PwrInt,Green
1970,141847,ODYSSEY HEALTHCARE INC,,N/A
1971,025168,OPTION CARE INC,@option_care,Green
1972,156617,ACORDA THERAPEUTICS INC,@AcordaNews,Green
1973,137602,AXCELIS TECHNOLOGIES INC,@AxcelisNews,Green
1974,012236,MEASUREMENT SPECIALTIES INC,,N/A
1975,064135,DELTIC TIMBER CORP,,N/A
1976,264395,GREENHILL & CO INC,@GreenhillCo,Green
1977,013480,EBIX INC,@EbixInc,Green
1978,176592,HFF INC,@hff,Green
1979,025579,ZOLL MEDICAL CORP,@zollemsfire,Green
1980,028414,LENOX GROUP INC,@lenox,Green
1981,118223,BOTTOMLINE TECHNOLOGIES INC,@bottomlinetech,Green
1982,002942,CANTEL MEDICAL CORP,,N/A
1983,011944,TUESDAY MORNING CORP,@TuesdayMorning,Green
1984,124358,INTERNAP CORP,@Internap,Green
1985,064568,GULF ISLAND FABRICATION INC,,N/A
1986,061339,MIDWEST AIR GROUP INC,,N/A
1987,008599,AGILYSYS INC,@agilysys,Green
1988,119574,EXTREME NETWORKS INC,@ExtremeNetworks,Green
1989,003158,COHU INC,,N/A
1990,005142,GERBER SCIENTIFIC INC,@GerberTech,Green
1991,025030,VIRTUS INVESTMENT PTNRS INC,@virtus,Green
1992,287462,FUTUREFUEL CORP,@FutureFuelCorp,Green
1993,118081,ALBANY MOLECULAR RESH INC,@amriglobal,Green
1994,008348,PARK ELECTROCHEMICAL CORP,,N/A
1995,027938,SHOE CARNIVAL INC,@ShoeCarnival,Green
1996,024844,SPOK HOLDINGS INC,@spoktweets,Green
1997,014450,WOLVERINE TUBE INC,,N/A
1998,028678,ACTEL CORP,,N/A
1999,138321,CALIFORNIA PIZZA KITCHEN INC,@calpizzakitchen,Green
2000,002537,C-COR INC,,N/A
2001,024537,SALTON INC,@SaltonGroup,Green
2002,142956,OMNICELL INC,@Omnicell,Green
2003,019398,DENNYS CORP,@DennysDiner,Green
2004,163668,LINCOLN EDUCATIONAL SERVICES,@LincolnTech,Green
2005,011796,DREW INDUSTRIES INC,,N/A
2006,177943,DICE HOLDINGS INC,@Dicedotcom,Green
2007,012122,GOTTSCHALKS INC,,N/A
2008,064994,GEVITY HR INC,,N/A
2009,023195,MATRIX SERVICE CO,@MatrixServiceCo,Green
2010,177881,MASIMO CORP,@MasimoInnovates,Green
2011,163879,MAIDENFORM BRANDS INC,@Maidenform,Green
2012,004279,EMS TECHNOLOGIES INC,,N/A
2013,066393,MERCURY SYSTEMS INC,@MRCY,Green
2014,004476,EXAR CORP,@ExarCorp,Green
2015,025110,ICU MEDICAL INC,@ICU_Medical,Green
2016,029206,FORWARD AIR CORP,,N/A
2017,179288,A. H. BELO CORP,,N/A
2018,001655,ANGELICA CORP,,N/A
2019,008858,QUALITY SYSTEMS INC,,N/A
2020,177206,GEORESOURCES INC,,N/A
2021,063102,KEYSTONE AUTOMOTIVE INDS INC,,N/A
2022,162404,LHC GROUP INC,@LHCGroupInc,Green
2023,064375,BIOSITE INC,@alere,Green
2024,022205,K-SWISS INC  -CL A,@KSWISS,Green
2025,162449,EXLSERVICE HOLDINGS INC,@exl_service,Green
2026,001585,AMERICAN VANGUARD CORP,,N/A
2027,063621,HOT TOPIC INC,@HotTopic,Green
2028,064160,ATC TECHNOLOGY CORP,@ATCdeveloper,Green
2029,009355,SAFEGUARD SCIENTIFICS INC,@Safeguard,Green
2030,023088,VITAL SIGNS INC,@VitalSignsInc,Green
2031,126423,RUDOLPH TECHNOLOGIES INC,,N/A
2032,013328,C&D TECHNOLOGIES INC,@CDMEA1,Green
2033,029705,DAKTRONICS INC,@Daktronics,Green
2034,166593,SYNCHRONOSS TECHNOLOGIES,@Synchronoss,Green
2035,176362,AEROVIRONMENT INC,@aerovironment,Green
2036,024689,BRADLEY PHARMACEUTICL  -CL A,,N/A
2037,025216,MEDQUIST INC,,N/A
2038,030067,AGREE REALTY CORP,@ADCCenters,Green
2039,165244,TALEO CORP,@Taleo_Corp,Green
2040,003971,DIONEX CORP,@ChromSolutions,Green
2041,025980,SHFL ENTERTAINMENT INC,,N/A
2042,179690,SOLARWINDS INC,@solarwinds,Green
2043,026015,TRIDENT MICROSYSTEMS INC,,N/A
2044,111064,ULTIMATE SOFTWARE GROUP INC,@UltimateHCM,Green
2045,264506,PHASE FORWARD INC,@Oracle,Green
2046,028938,ULTRATECH INC,@UltratechEquip,Green
2047,012234,SIGMA DESIGNS INC,@Sigma_Designs,Green
2048,140030,OPLINK COMMUNICATIONS INC,@Oplink,Green
2049,011537,WINNEBAGO INDUSTRIES,@Winnebago,Green
2050,162988,ZUMIEZ INC,@zumiez,Green
2051,027828,UNIVERSAL ELECTRONICS INC,@UEIcorporate,Green
2052,179132,ORION MARINE GROUP INC,,N/A
2053,009715,SYMMETRICOM INC,@Symmetricom,Green
2054,063763,HIBBETT SPORTS INC,@HibbettSports,Green
2055,177099,MONOTYPE IMAGING HOLDINGS,@Monotype,Green
2056,028616,RURAL/METRO CORP,@RuralMetroSo_Az,Red
2057,011234,WD-40 CO,@OriginalWD40,Green
2058,012379,AMERICAN WOODMARK CORP,,N/A
2059,010789,TYLER TECHNOLOGIES INC,@tylertech,Green
2060,144436,NATUS MEDICAL INC,,N/A
2061,014918,NOVEN PHARMACEUTICALS INC,,N/A
2062,061439,RADISYS CORP,@Radisys,Green
2063,022461,ARCTIC CAT INC,@arcticcat,Green
2064,001554,AMERICAN SCIENCE ENGINEERING,@ase_detects,Green
2065,005539,HEALTHCARE SERVICES GROUP,,N/A
2066,016710,DIGI INTERNATIONAL INC,@digidotcom,Green
2067,025896,BOOKS-A-MILLION INC,@booksamillion,Green
2068,158742,MARKETAXESS HOLDINGS INC,@MarketAxess,Green
2069,025061,FINOVA GROUP INC,,N/A
2070,013580,UNIVERSAL HEALTH RLTY INCOME,,N/A
2071,012576,BIO REFERENCE LABS,@BioReference,Green
2072,178823,UNITED INSURANCE HOLDINGS CO,,N/A
2073,001094,ACETO CORP,,N/A
2074,062016,SIZMEK INC,@sizmek,Green
2075,179299,IPC HEALTHCARE INC,@IPC_Healthcare,Green
2076,031147,MICREL INC,@MicrochipTech,Green
2077,109826,MANHATTAN ASSOCIATES INC,@ManhAssocNews,Green
2078,013326,TOPPS CO INC,@ToppsKick,Green
2079,064383,RADIANT SYSTEMS INC,,N/A
2080,002124,BEL FUSE INC,@BelRgreenberg,Green
2081,065421,FARO TECHNOLOGIES INC,@faroeurope,Green
2082,029722,DSP GROUP INC,@DSPGInc,Green
2083,061581,BOSTON BEER INC  -CL A,@SamuelAdamsBeer,Blue
2084,164416,IROBOT CORP,@iRobot,Green
2085,063385,VENTANA MEDICAL SYSTEM INC,@ventana,Green
2086,183570,RUE21 INC,@rue21,Green
2087,006532,XCERRA CORP,@XcerraCorp,Green
2088,177780,COMSCORE INC,@comScore,Green
2089,177871,VIRTUSA CORP,@VirtusaCorp,Green
2090,022612,WET SEAL INC  -CL A,@wetseal,Green
2091,001533,AMERICAN PACIFIC CORP,,N/A
2092,133767,KRISPY KREME DOUGHNUTS INC,@krispykreme,Green
2093,160888,MONOLITHIC POWER SYSTEMS INC,@monolithicpower,Green
2094,006845,LYDALL INC,,N/A
2095,063650,SPECTRUM PHARMACEUTICALS INC,,N/A
2096,178806,LUMBER LIQUIDATORS HLDGS INC,@hardwoodforless,Green
2097,009919,SPARTAN MOTORS INC,@SpartanMotors,Green
2098,264414,MOMENTA PHARMACEUTICALS INC,@momentapharma,Green
2099,156633,UNIVERSAL TECHNICAL INST,@UTITweet,Green
2100,166213,LIQUIDITY SERVICES INC,@liquidityinc,Green
2101,133504,LUMINEX CORP,@Luminex,Green
2102,065739,PERICOM SEMICONDUCTOR CORP,@PericomSemi,Green
2103,063338,STRAYER EDUCATION INC,@StrayerInc,Green
2104,062107,MULTIMEDIA GAMES HOLDING CO,@everi_inc,Green
2105,002080,BASSETT FURNITURE INDS,@BassettUS,Green
2106,163891,RUTHS HOSPITALITY GROUP INC,,N/A
2107,011748,PENFORD CORP,@penx4f8eceb9e3,Red
2108,025906,QUESTCOR PHARMACEUTICALS INC,,N/A
2109,121257,UNWIRED PLANET INC,,N/A
2110,023027,EXPONENT INC,,N/A
2111,006831,LUBYS INC,@lubys,Green
2112,010331,BOMBAY CO INC,@BombayCanada,Green
2113,153028,TRUE RELIGION APPAREL INC,@TrueReligion,Green
2114,029661,MAPINFO CORP,@mapinfo,Green
2115,163977,VOLCOM INC,@Volcom,Green
2116,025108,CHRISTOPHER & BANKS CORP,@CBanksStyle,Green
2117,062913,DIGENE CORP,,N/A
2118,178943,ENTROPIC COMMUNICATIONS INC,@Entropic_News,Green
2119,141178,NOVATEL WIRELESS INC,@MiFi,Green
2120,001968,BADGER METER INC,@Badger_Meter,Green
2121,116504,SELECT COMFORT CORP,@sleepnumber,Green
2122,182308,MEDIDATA SOLUTIONS INC,@Medidata,Green
2123,013800,ALMOST FAMILY INC,,N/A
2124,028347,FLOTEK INDUSTRIES INC,,N/A
2125,006617,LAWSON PRODUCTS,@Lawson_Products,Green
2126,176556,SOURCEFIRE INC,@Sourcefire,Green
2127,066438,MIDAS INC,@Midas,Green
2128,163987,CBEYOND INC,@BirchComm,Green
2129,063663,AUTHORIZE.NET HOLDINGS INC,@AuthorizeNet,Green
2130,001979,BALCHEM CORP  -CL B,,N/A
2131,004001,DIXIE GROUP INC,,N/A
2132,014169,LANDAUER INC,,N/A
2133,013381,DESTINATION XL GROUP INC,@DestinationXL,Green
2134,160415,RIGHTNOW TECHNOLOGIES INC,@Oracle,Green
2135,142748,ARBITRON INC,@Nielsen,Green
2136,179974,HCI GROUP INC,,N/A
2137,163878,CAPELLA EDUCATION CO,@CapellaCareers,Green
2138,065896,GEOSPACE TECHNOLOGIES CORP,,N/A
2139,063898,MIDWAY GAMES INC,@Midway_Games,Green
2140,122394,PERFICIENT INC,@Perficient,Green
2141,009289,KID BRANDS INC,,N/A
2142,007682,NANOMETRICS INC,@nanometricsinc,Green
2143,002006,BANCTEC INC-REDH,@BancTecInc,Green
2144,127094,XO GROUP INC,@theknot,Green
2145,164664,CYNOSURE INC,@Cynosure_UK,Green
2146,184009,FINANCIAL ENGINES INC,@retirewell,Green
2147,014304,AKORN INC,,N/A
2148,011142,AXSYS TECHNOLOGIES INC,@axsystech,Red
2149,016453,NEOGEN CORP,@NeogenCorp,Green
2150,164432,NCI INC,@nciinc_,Green
2151,028078,NEOWARE INC,,N/A
2152,004498,INSTEEL INDUSTRIES,,N/A
2153,061587,INTEVAC INC,@intevac_inc,Green
2154,174049,PGT INC,@pgtindustries,Green
2155,030584,A S V INC,,N/A
2156,124038,INTERACTIVE INTELLIGENCE GRP,@IN_Intelligence,Green
2157,178767,INTELIQUENT INC,@Inteliquent,Green
2158,010200,SUPERTEX INC,,N/A
2159,021238,VICOR CORP,@VicorPower,Green
2160,028704,MONARCH CASINO & RESORT INC,,N/A
2161,063863,USANA HEALTH SCIENCES INC,@USANAinc,Green
2162,027810,CYBERONICS INC,@CyberonicsInc,Green
2163,140897,PEET'S COFFEE & TEA INC,@peetscoffee,Green
2164,064341,ERESEARCHTECHNOLOGY INC,@ERTglobal,Green
2165,024982,LIFECELL CORP,,N/A
2166,001439,US ECOLOGY INC,,N/A
2167,025623,HI TECH PHARMACAL CO INC,,N/A
2168,006169,IOMEGA CORP,,N/A
2169,125315,NEXCEN BRANDS INC,,N/A
2170,147708,CALAVO GROWERS INC,@calavo,Green
2171,004595,FEDDERS CORP,,N/A
2172,148391,KIRKLAND'S INC,@kirklands,Green
2173,135788,CEVA INC,@CEVADSP,Green
2174,186045,SAGENT PHARMACEUTICALS INC,,N/A
2175,005530,HAWKINS INC,,N/A
2176,138402,OPNET TECHNOLOGIES INC,,N/A
2177,178865,RUBICON TECHNOLOGY INC,@RubiconTech,Green
2178,153813,DTS INC,@dts,Green
2179,025331,FRANKLIN COVEY CO,@franklincovey,Green
2180,007799,NATURES SUNSHINE PRODS INC,@naturessunshine,Green
2181,174389,EHEALTH INC,@eHealth,Green
2182,025166,KOPIN CORP,@kopin,Green
2183,006152,INTERVOICE INC,,N/A
2184,022632,LANNETT CO INC,,N/A
2185,022059,INTEGRAL SYSTEMS INC,,N/A
2186,179666,LOGMEIN INC,@LogMeIn,Green
2187,182387,OPENTABLE INC,@OpenTable,Green
2188,008716,PREPAID LEGAL SERVICES INC,@legalshield,Green
2189,013531,HANCOCK FABRICS INC,@hancockfabrics,Green
2190,065944,DEPOMED INC,@DepomedCareers,Green
2191,005458,HANDLEMAN CO,,N/A
2192,024888,ABAXIS INC,@AbaxisVetScan,Green
2193,024225,CORVEL CORP,@CorVelCorp,Green
2194,026038,PALOMAR MED TECHNOLOGIES INC,,N/A
2195,061560,PHOTON DYNAMICS INC,,N/A
2196,021542,AAON INC,,N/A
2197,021519,ASHWORTH INC,@AshworthGolf,Green
2198,003126,ALL AMERICAN GROUP INC,,N/A
2199,010124,STURM RUGER & CO INC,,N/A
2200,027997,APPLIED SIGNAL TECHNOLOGY,,N/A
2201,178870,SYNERGY RESOURCES CORP,,N/A
2202,027760,NAUTILUS INC,@nautilusfitness,Green
2203,178797,AMERICAN PUBLIC EDUCATION,,N/A
2204,184571,HIGHER ONE HOLDINGS INC,@HigherOne,Green
2205,023528,INFOCUS CORP,@InFocusCorp,Green
2206,002555,CPI CORP,@CPIDistrict336,Green
2207,012433,MERIDIAN BIOSCIENCE INC,@Meridian_Bio,Green
2208,031227,NUTRISYSTEM INC,@Nutrisystem,Green
2209,066686,VASCO DATA SEC INTL INC,@VASCODataNews,Green
2210,012277,REWARDS NETWORKS INC,@RewardsNetwork,Green
2211,012789,LOJACK CORP,@LoJackCorp,Green
2212,004918,FROZEN FOOD EXPRESS INDS,@FFEJobs,Green
2213,061703,KENSEY NASH CORP,@DSM,Green
2214,003612,COSTA INC   -CL A,@CostaSunglasses,Green
2215,029323,ALLIANCE SEMICONDUCTOR CORP,,N/A
2216,013619,ABIOMED INC,@abiomedimpella,Green
2217,114608,POPEYES LOUISIANA KITCHEN,@PopeyesChicken,Green
2218,004807,FLOW INTL CORP,@FlowWaterjet,Green
2219,029709,SONIC SOLUTIONS,,N/A
2220,178738,GENOPTIX INC,,N/A
2221,066588,SURMODICS INC,@SurModicsIVD,Green
2222,025937,LIGAND PHARMACEUTICAL INC,@Ligand_LGND,Green
2223,024803,VITESSE SEMICONDUCTOR CORP,@VitesseSemi,Green
2224,133869,LIVEPERSON INC,@LivePerson,Green
2225,264391,BLUE NILE INC,@BlueNileDiamond,Green
2226,002222,SAVIENT PHARMACEUTICALS INC,,N/A
2227,122078,NIC INC,@EGOV,Green
2228,178548,COMPELLENT TECHNOLOGIES INC,,N/A
2229,031143,CAPTARIS INC,,N/A
2230,061321,SMITH MICRO SOFTWARE INC,@smithmicro,Green
2231,160505,VOLTERRA SEMICONDUCTOR CORP,,N/A
2232,029435,PLANAR SYSTEMS INC,@planarsystems,Green
2233,003342,COMPUTER TASK GROUP INC,@CTGinc,Green
2234,063789,ARQULE INC,@arql393,Red
2235,007107,MATERIAL SCIENCES CORP,,N/A
2236,013011,NETWORK EQUIPMENT TECH INC,,N/A
2237,110760,AXT INC,,N/A
2238,184715,TANGOE INC,@Tangoe,Green
2239,125014,PCTEL INC,@PCTEL_inc,Green
2240,027823,CRYOLIFE INC,@CryoLife,Green
2241,143912,TASER INTERNATIONAL INC,@OfficialTASER,Green
2242,064942,STARTEK INC,@STARTEKGlobal,Green
2243,009761,SKYLINE CORP,@skyline_corp,Green
2244,062494,PRGX GLOBAL INC,@PRGXglobal,Green
2245,113361,CATAPULT COMMUNICATIONS CORP,,N/A
2246,028209,ANIKA THERAPEUTICS INC,@AnikaThera,Green
2247,012691,THERAGENICS CORP,,N/A
2248,113609,ENTRUST INC,@Entrust,Green
2249,006370,KEITHLEY INSTRUMENTS INC,@tektronix,Green
2250,061725,TOLLGRADE COMMUNICATIONS INC,@Tollgrade,Green
2251,024198,OSTEOTECH INC,,N/A
2252,143527,NAPSTER INC,@napster,Green
2253,007692,NASHUA CORP,,N/A
2254,133766,HEALTHSTREAM INC,@HealthStream,Green
2255,157954,SANTARUS INC,@SalixPharma,Green
2256,025047,SCICLONE PHARMACEUTICALS INC,,N/A
2257,121673,STAMPS.COM INC,@StampsCom,Green
2258,062571,ANSOFT CORP,,N/A
2259,004418,ENZO BIOCHEM INC,@EnzoLifeSci,Green
2260,012581,MAGNETEK INC,@MagnetekInc,Green
2261,014626,PHOENIX TECHNOLOGIES LTD,@PhoenixTechNews,Green
2262,112095,MIPS TECHNOLOGIES INC,,N/A
2263,065552,IDENTIV INC,@TrustYourWorld,Green
2264,029517,MEDIFAST INC,@Medifast,Green
2265,137292,STRATOS INTERNATIONAL INC,,N/A
2266,187041,FRANCESCAS HOLDINGS CORP,@shopfrancescas,Green
2267,061900,LCA VISION INC,@LasikPlus,Green
2268,065021,8X8 INC,@8x8,Green
2269,002615,CALAMP CORP,@CalAmp_WNG,Green
2270,061396,ESS TECHNOLOGY INC,@ESS_Technology,Green
2271,012252,XOMA CORP,@XOMAcorp,Green
2272,014808,CONCORD CAMERA CORP,,N/A
2273,121153,DITECH NETWORKS INC,,N/A
2274,112968,MANNATECH INC,@Mannatech,Green
2275,112968,MANNATECH INC,@MannatechNews,Green
2276,012181,REPLIGEN CORP,@mAntibody_News,Green
2277,065406,PETMED EXPRESS INC,@1800PetMeds,Green
2278,008687,POSSIS MEDICAL INC,,N/A
2279,197956,ANNIE'S INC,@annieshomegrown,Green
2280,005973,INNOVEX INC,,N/A
2281,158791,PROCERA NETWORKS INC,@ProceraNetworks,Green
2282,063690,XSTELOS HOLDINGS INC,,N/A
2283,063667,EDGEWATER TECHNOLOGY INC,@edgewatertech,Green
2284,163102,MICRUS ENDOVASCULAR CORP,,N/A
2285,063099,BROADVISION INC,@BroadVision,Green
2286,125000,VASCULAR SOLUTIONS INC,,N/A
2287,014895,MERISEL INC,,N/A
2288,063454,AWARE INC,@AwareBiometrics,Green
2289,147849,COMPUTER PROGRAMS & SYSTEMS,@cpsiehr,Green
2290,028502,ELECTROGLAS INC,@electroglas,Green
2291,060846,TRANSWITCH CORP,@TranSwitch,Green
2292,129840,MATTERSIGHT CORP,@Mattersight,Green
2293,003230,COMDISCO HOLDING CO INC,,N/A
2294,023700,ZILOG INC,@CaptainZilog01,Green
2295,016531,ZIX CORP,@ZixCorp,Green
2296,001634,ANALYSTS INTERNATIONAL CORP,@AIC_Corp,Green
2297,005697,HOOPER HOLMES INC,@HooperHolmes,Green
2298,012734,LYRIS INC,@Lyris,Green
2299,013184,CYTRX CORP,@cytr4f8ef8de84,Red
2300,018204,ANI PHARMACEUTICALS INC,,N/A
2301,123998,SWK HOLDINGS CORP,,N/A
2302,002138,BELL INDUSTRIES INC,@BellTechlogixHQ,Green
2303,063388,WILHELMINA INTERNATIONAL INC,@Wilhelmina,Green
2304,006661,4LICENSING CORP,,N/A
2305,119273,CRITICAL PATH INC,,N/A
2306,023291,BIOLASE INC,@biolaseinc,Green
2307,025224,VALENCE TECHNOLOGY INC,@valencetech,Green
2308,001762,ARMSTRONG HOLDINGS INC,,N/A
2309,063525,METRO ONE TELECOMM INC,@Metro1Prop,Green
2310,064595,MEADE INSTRUMENTS CORP,@MeadeInstrument,Green
2311,147101,ATC VENTURES GROUP INC,,N/A
2312,001183,IDNA INC,,N/A
2313,024474,TECHNOLOGY SOLUTIONS CO,,N/A
2314,062388,VERTRO INC,@VitroSolution,Green
2315,021232,NTN BUZZTIME INC,@BuzztimeBiz,Green
2316,028556,SIMON WORLDWIDE INC,@swwi4f8f11e4d4,Red
2317,006125,INTL LOTTERY & TOTALIZATOR,,N/A
2318,064485,NEOMAGIC CORP,@NeoMagic_Corp,Green
2319,021659,ORCHESTRA THERAPEUTICS INC,,N/A
2320,011793,ALLIANCE PHARMACEUTICAL CP,@owlerinc,Red
2321,031578,AZZURRA HOLDING CORP,,N/A
2322,013318,MICHAEL FOODS INC,@MichaelFoods,Green
2323,013114,FIDELITY NATIONAL FINL INC,,N/A
2324,002849,BBVA COMPASS BANCSHARES INC,@BBVACompass,Green
2325,008745,PRICE COMMUNICATIONS CORP,,N/A
2326,144119,CERTEGY INC,@FISGlobal,Green
2327,009589,SEITEL INC,@Seitelinc,Green
2328,146739,MEDICOR LTD,,N/A
2329,025296,NUVEEN INVESTMENTS INC,@NuveenInv,Green
2330,016741,CENTER FINANCIAL CORP,,N/A
2331,008647,PLY-GEM INDUSTRIES,@PlyGem,Green
2332,013318,MICHAEL FOODS INC,@MichaelFoods,Green
2333,118321,SERENA SOFTWARE INC,@SerenaSoftware,Green
2334,118321,SERENA SOFTWARE INC,@SerenaSoftware,Green
2335,025573,AXA FINANCIAL INC,@AXA,Green
2336,064048,LINENS N THINGS INC,@Linens_N_Things,Green
2337,025279,BOSTON SCIENTIFIC CORP,@bostonsci,Green
2338,017252,UNITED FIRE GROUP INC,@unitedfiregroup,Green
2339,005589,HERCULES INC,@HerculesClean,Green
2340,010063,STERLING BANCORP/NY -OLD,,N/A
2341,012868,QUIKSILVER INC,@Quiksilver,Green
2342,024157,FIRST CASH FINANCIAL SVCS,,N/A
